Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,11.81,11.81,0,0,0,0
aclnnSWhere,,,8.5,8.5,5.18,5.18,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.85,46.93,0,1.64,0,0
torch::autograd::AccumulateGrad,"16384,1",,15.64,40.08,0,1.64,0,0
aten::add_,"16384,1;
16384,1;
",,15.69,24.44,0,1.64,0,0
aclnnInplaceAdd,,,8.75,8.75,1.64,1.64,0,0
aten::empty,";
;
;
;
;
",,13.54,13.54,0,0,0,0
aten::to,";
;
;
;
;
",,5.25,105.13,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,10.82,99.88,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,20.52,27.37,0,0,0,0
empty_tensor,,,6.85,6.85,0,0,0,0
aten::copy_,";
;
",,61.69,61.69,0,0,0,0
aten::lift_fresh,,,2.18,2.18,0,0,0,0
aten::detach_,,,2.8,5.3,0,0,0,0
detach_,,,2.5,2.5,0,0,0,0
aten::to,";
;
;
;
",,3.58,3.58,0,0,0,0
aten::gt,"16384,1;
",,35.91,75.38,0,7.4799999999999995,0,0
empty_tensor,,,15.52,15.52,0,0,0,0
aclnnGtTensor,,,23.95,23.95,7.4799999999999995,7.4799999999999995,0,0
aten::where,"16384,1;
16384,1;
",,44.42,66.79,0,10.34,0,0
empty_tensor,,,11.63,11.63,0,0,0,0
aclnnSWhere,,,10.74,10.74,10.34,10.34,0,0
aten::view,"1024,2048;
",,16.2,16.2,0,0,0,0
aten::sub,"16384,128;
16384,1;
",,23.51,46.32,0,23.74,0,0
empty_tensor,,,12.85,12.85,0,0,0,0
aclnnSub,,,9.96,9.96,23.74,23.74,0,0
aten::mul,"16384,1;
",,37.7,65.58,0,6.04,0,0
empty_tensor,,,11.78,11.78,0,0,0,0
aten::item,,,3.78,6.09,0,0,0,0
aten::_local_scalar_dense,,,2.31,2.31,0,0,0,0
aclnnMuls,,,10.01,10.01,6.04,6.04,0,0
aten::div,"16384,128;
16384,1",,23.86,44.28,0,22.94,0,0
empty_tensor,,,10.11,10.11,0,0,0,0
aclnnDiv,,,10.31,10.31,22.94,22.94,0,0
aten::sub,"16384,128;
;
",,23.94,48.83,0,10.34,0,0
empty_tensor,,,10.78,10.78,0,0,0,0
aten::item,,,2.5,4.04,0,0,0,0
aten::_local_scalar_dense,,,1.54,1.54,0,0,0,0
aclnnSubs,,,10.07,10.07,10.34,10.34,0,0
aten::relu,"16384,128",,24.22,46.15,0,8.82,0,0
empty_tensor,,,12.34,12.34,0,0,0,0
aclnnRelu,,,9.59,9.59,8.82,8.82,0,0
aten::add,"16384,128;
;
",,25.24,72.28,0,9.8,0,0
empty_tensor,,,28.99,28.99,0,0,0,0
aten::item,,,7.87,9.18,0,0,0,0
aten::_local_scalar_dense,,,1.31,1.31,0,0,0,0
aclnnAdds,,,8.87,8.87,9.8,9.8,0,0
aten::rsub,"16384,128;
;
",,21.92,69.31,0,9.82,0,0
empty_tensor,,,25.02,25.02,0,0,0,0
aclnnRsubs,,,22.37,22.37,9.82,9.82,0,0
aten::relu,"16384,128",,26.36,48.33,0,4.34,0,0
empty_tensor,,,12.74,12.74,0,0,0,0
aclnnRelu,,,9.23,9.23,4.34,4.34,0,0
aten::rsub,"16384,128;
;
",,19.58,39.51,0,7.76,0,0
empty_tensor,,,10.57,10.57,0,0,0,0
aclnnRsubs,,,9.36,9.36,7.76,7.76,0,0
aten::mul,"16384,128;
",,42.08,66.75,0,28.02,0,0
empty_tensor,,,9.8,9.8,0,0,0,0
aten::item,,,2.46,3.9,0,0,0,0
aten::_local_scalar_dense,,,1.44,1.44,0,0,0,0
aclnnMuls,,,10.97,10.97,28.02,28.02,0,0
aten::sub,"16384,128;
;
",,23.28,45.27,0,8.5,0,0
empty_tensor,,,8.91,8.91,0,0,0,0
aten::item,,,1.89,2.91,0,0,0,0
aten::_local_scalar_dense,,,1.02,1.02,0,0,0,0
aclnnSubs,,,10.17,10.17,8.5,8.5,0,0
aten::round,"16384,128",,18.1,39.01,0,9.36,0,0
empty_tensor,,,11.44,11.44,0,0,0,0
aclnnRound,,,9.47,9.47,9.36,9.36,0,0
aten::sub,"16384,128;
16384,128;
",,21.05,49.27,0,10.9,0,0
empty_tensor,,,11.98,11.98,0,0,0,0
aclnnSub,,,16.24,16.24,10.9,10.9,0,0
aten::detach,"16384,128",,3.09,13.8,0,0,0,0
detach,"16384,128",,10.71,10.71,0,0,0,0
aten::add,"16384,128;
16384,128;
",,37.0,63.59,0,10.8,0,0
empty_tensor,,,11.31,11.31,0,0,0,0
aclnnAdd,,,15.28,15.28,10.8,10.8,0,0
aten::add,"16384,128;
;
",,25.21,49.14,0,8.04,0,0
empty_tensor,,,9.81,9.81,0,0,0,0
aten::item,,,2.5,4.46,0,0,0,0
aten::_local_scalar_dense,,,1.96,1.96,0,0,0,0
aclnnAdds,,,9.66,9.66,8.04,8.04,0,0
aten::div,"16384,128;
",,23.84,47.43,0,9.62,0,0
empty_tensor,,,11.01,11.01,0,0,0,0
aten::item,,,2.4,3.47,0,0,0,0
aten::_local_scalar_dense,,,1.07,1.07,0,0,0,0
aclnnDivs,,,9.11,9.11,9.62,9.62,0,0
aten::mul,"16384,128;
16384,1",,21.41,39.98,0,21.82,0,0
empty_tensor,,,9.68,9.68,0,0,0,0
aclnnMul,,,8.89,8.89,21.82,21.82,0,0
aten::add,"16384,128;
16384,1;
",,20.86,39.77,0,22.68,0,0
empty_tensor,,,9.83,9.83,0,0,0,0
aclnnAdd,,,9.08,9.08,22.68,22.68,0,0
aten::view,"16384,128;
",,15.98,15.98,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,15.03,42.88,0,0,0,0
ViewBackward0,"1024,2048",,7.58,27.85,0,0,0,0
aten::reshape,"1024,2048;
",,6.51,20.27,0,0,0,0
aten::view,"1024,2048;
",,13.76,13.76,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,15.76,99.22,0,15.76,0,0
AddBackward0,"16384,128",,2.98,2.98,0,0,0,0
aten::sum,"16384,128;
;
;
",,41.21,80.48,0,15.76,0,0
empty_tensor,,,23.32,23.32,0,0,0,0
aclnnReduceSum,,,15.95,15.95,15.76,15.76,0,0
autograd::engine::evaluate_function: MulBackward0,,,37.81,208.77,0,48.440000000000005,0,0
MulBackward0,"16384,128",,10.39,93.28,0,38.620000000000005,0,0
aten::mul,"16384,128;
16384,128",,22.86,48.26,0,15.68,0,0
empty_tensor,,,14.66,14.66,0,0,0,0
aclnnMul,,,10.74,10.74,15.68,15.68,0,0
aten::mul,"16384,128;
16384,1",,13.73,34.63,0,22.94,0,0
empty_tensor,,,11.4,11.4,0,0,0,0
aclnnMul,,,9.5,9.5,22.94,22.94,0,0
aten::sum,"16384,128;
;
;
",,32.67,77.68,0,9.82,0,0
empty_tensor,,,10.42,10.42,0,0,0,0
aclnnReduceSum,,,34.59,34.59,9.82,9.82,0,0
autograd::engine::evaluate_function: DivBackward0,,,23.75,81.59,0,9.62,0,0
DivBackward0,"16384,128",,7.11,57.84,0,9.62,0,0
aten::div,"16384,128;
",,24.2,50.73,0,9.62,0,0
empty_tensor,,,12.37,12.37,0,0,0,0
aten::item,,,3.01,4.88,0,0,0,0
aten::_local_scalar_dense,,,1.87,1.87,0,0,0,0
aclnnDivs,,,9.28,9.28,9.62,9.62,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.65,8.84,0,0,0,0
AddBackward0,"16384,128",,2.19,2.19,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,4.93,7.0,0,0,0,0
AddBackward0,"16384,128",,2.07,2.07,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,23.04,25.27,0,0,0,0
SubBackward0,"16384,128",,2.23,2.23,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,16.45,90.3,0,27.940000000000005,0,0
MulBackward0,"16384,128",,5.95,73.85,0,27.940000000000005,0,0
aten::mul,"16384,128;
",,36.52,67.9,0,27.940000000000005,0,0
empty_tensor,,,15.86,15.86,0,0,0,0
aten::item,,,2.41,4.43,0,0,0,0
aten::_local_scalar_dense,,,2.02,2.02,0,0,0,0
aclnnMuls,,,11.09,11.09,27.940000000000005,27.940000000000005,0,0
autograd::engine::evaluate_function: RsubBackward1,,,16.62,59.96,0,10.12,0,0
RsubBackward1,"16384,128",,4.8,43.34,0,10.12,0,0
aten::neg,"16384,128",,16.88,38.54,0,10.12,0,0
empty_tensor,,,11.53,11.53,0,0,0,0
aclnnNeg,,,10.13,10.13,10.12,10.12,0,0
autograd::engine::evaluate_function: ReluBackward0,,,21.34,72.91,0,17.4,0,0
ReluBackward0,"16384,128",,9.17,51.57,0,17.4,0,0
aten::threshold_backward,"16384,128;
16384,128;
",,20.07,42.4,0,17.4,0,0
empty_tensor,,,12.33,12.33,0,0,0,0
aclnnThresholdBackward,,,10.0,10.0,17.4,17.4,0,0
autograd::engine::evaluate_function: RsubBackward1,,,15.95,55.99,0,4.12,0,0
RsubBackward1,"16384,128",,4.32,40.04,0,4.12,0,0
aten::neg,"16384,128",,14.85,35.72,0,4.12,0,0
empty_tensor,,,11.3,11.3,0,0,0,0
aclnnNeg,,,9.57,9.57,4.12,4.12,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.38,8.32,0,0,0,0
AddBackward0,"16384,128",,1.94,1.94,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.95,67.22,0,7.78,0,0
ReluBackward0,"16384,128",,7.29,46.27,0,7.78,0,0
aten::threshold_backward,"16384,128;
16384,128;
",,18.38,38.98,0,7.78,0,0
empty_tensor,,,11.46,11.46,0,0,0,0
aclnnThresholdBackward,,,9.14,9.14,7.78,7.78,0,0
autograd::engine::evaluate_function: SubBackward0,,,6.74,8.79,0,0,0,0
SubBackward0,"16384,128",,2.05,2.05,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,61.36,340.01,0,90.4,0,0
DivBackward0,"16384,128",,32.24,203.92,0,72.0,0,0
aten::neg,"16384,128",,15.19,41.77,0,4.42,0,0
empty_tensor,,,11.13,11.13,0,0,0,0
aclnnNeg,,,15.45,15.45,4.42,4.42,0,0
aten::div,"16384,128;
16384,1",,19.27,39.9,0,25.38,0,0
empty_tensor,,,11.61,11.61,0,0,0,0
aclnnDiv,,,9.02,9.02,25.38,25.38,0,0
aten::div,"16384,128;
16384,1",,12.14,30.5,0,13.86,0,0
empty_tensor,,,9.94,9.94,0,0,0,0
aclnnDiv,,,8.42,8.42,13.86,13.86,0,0
aten::mul,"16384,128;
16384,128",,12.22,29.86,0,15.24,0,0
empty_tensor,,,9.48,9.48,0,0,0,0
aclnnMul,,,8.16,8.16,15.24,15.24,0,0
aten::div,"16384,128;
16384,1",,12.25,29.65,0,13.1,0,0
empty_tensor,,,8.06,8.06,0,0,0,0
aclnnDiv,,,9.34,9.34,13.1,13.1,0,0
aten::sum,"16384,128;
;
;
",,29.13,48.6,0,15.14,0,0
empty_tensor,,,10.69,10.69,0,0,0,0
aclnnReduceSum,,,8.78,8.78,15.14,15.14,0,0
aten::add_,"16384,1;
16384,1;
",,17.0,26.13,0,3.26,0,0
aclnnInplaceAdd,,,9.13,9.13,3.26,3.26,0,0
autograd::engine::evaluate_function: MulBackward0,,,18.76,83.4,0,9.739999999999998,0,0
MulBackward0,"16384,1",,6.37,64.64,0,9.739999999999998,0,0
aten::mul,"16384,1;
",,31.76,58.27,0,9.739999999999998,0,0
empty_tensor,,,12.37,12.37,0,0,0,0
aten::item,,,2.69,4.42,0,0,0,0
aten::_local_scalar_dense,,,1.73,1.73,0,0,0,0
aclnnMuls,,,9.72,9.72,9.739999999999998,9.739999999999998,0,0
autograd::engine::evaluate_function: SubBackward0,,,34.09,158.03,0,23.26,0,0
SubBackward0,"16384,128",,5.1,51.41,0,8.88,0,0
aten::neg,"16384,128",,14.42,46.31,0,8.88,0,0
empty_tensor,,,11.3,11.3,0,0,0,0
aclnnNeg,,,20.59,20.59,8.88,8.88,0,0
aten::sum,"16384,128;
;
;
",,29.43,49.33,0,9.5,0,0
empty_tensor,,,11.24,11.24,0,0,0,0
aclnnReduceSum,,,8.66,8.66,9.5,9.5,0,0
aten::add_,"16384,1;
16384,1;
",,14.65,23.2,0,4.88,0,0
aclnnInplaceAdd,,,8.55,8.55,4.88,4.88,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,11.04,52.95,0,2.36,0,0
torch::autograd::AccumulateGrad,"16384,1",,17.8,41.91,0,2.36,0,0
aten::add_,"16384,1;
16384,1;
",,14.5,24.11,0,2.36,0,0
aclnnInplaceAdd,,,9.61,9.61,2.36,2.36,0,0
autograd::engine::evaluate_function: ViewBackward0,,,8.25,28.65,0,0,0,0
ViewBackward0,"16384,128",,5.3,20.4,0,0,0,0
aten::reshape,"16384,128;
",,4.85,15.1,0,0,0,0
aten::view,"16384,128;
",,10.25,10.25,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.9,56.58,0,10.94,0,0
torch::autograd::AccumulateGrad,"1024,2048",,20.18,49.68,0,10.94,0,0
aten::add_,"1024,2048;
1024,2048;
",,17.81,29.5,0,10.94,0,0
aclnnInplaceAdd,,,11.69,11.69,10.94,10.94,0,0
autograd::engine::evaluate_function: WhereBackward0,,,30.3,153.7,0,6.26,0,0
WhereBackward0,"16384,1",,5.5,123.4,0,6.26,0,0
aten::where,"16384,1;
16384,1;
",,16.91,117.9,0,6.26,0,0
aten::scalar_tensor,";
;
;
;
",,7.66,59.23,0,0.94,0,0
aten::empty,";
;
;
;
;
",,5.75,23.93,0,0,0,0
empty_tensor,,,18.18,18.18,0,0,0,0
aten::fill_,";
",,15.89,27.64,0,0.94,0,0
aclnnInplaceFillScalar,,,11.75,11.75,0.94,0.94,0,0
aten::to,"16384,1;
;
;
;
",,3.8,3.8,0,0,0,0
aten::where,"16384,1;
16384,1;
",,16.17,37.96,0,5.32,0,0
empty_tensor,,,12.74,12.74,0,0,0,0
aclnnSWhere,,,9.05,9.05,5.32,5.32,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,7.31,55.59,0,1.66,0,0
torch::autograd::AccumulateGrad,"16384,1",,17.01,48.28,0,1.66,0,0
aten::add_,"16384,1;
16384,1;
",,15.49,31.27,0,1.66,0,0
aclnnInplaceAdd,,,15.78,15.78,1.66,1.66,0,0
